15,100,0.24,0.26,0.35,0.48,0.66,0.29,0.32,0.34,0.40,0.56
16,100,0.24,0.26,0.35,0.48,0.66,0.29,0.32,0.34,0.40,0.56
17,100,0.24,0.26,0.35,0.48,0.66,0.29,0.32,0.34,0.40,0.56
18,100,0.24,0.26,0.35,0.48,0.66,0.29,0.32,0.34,0.40,0.56
19,100,0.24,0.26,0.35,0.48,0.66,0.29,0.32,0.34,0.40,0.56
20,100,0.24,0.26,0.35,0.48,0.66,0.29,0.32,0.34,0.40,0.56
21,100,0.24,0.26,0.35,0.48,0.66,0.29,0.32,0.34,0.40,0.56
22,100,0.24,0.26,0.35,0.48,0.66,0.29,0.32,0.34,0.40,0.56
23,100,0.24,0.26,0.35,0.48,0.66,0.29,0.32,0.34,0.40,0.56
24,100,0.24,0.26,0.35,0.48,0.66,0.29,0.32,0.34,0.40,0.56
25,100,0.24,0.26,0.35,0.48,0.66,0.29,0.32,0.34,0.40,0.56
26,100,0.24,0.26,0.35,0.48,0.66,0.29,0.32,0.34,0.40,0.56
27,100,0.24,0.26,0.35,0.48,0.66,0.29,0.32,0.34,0.40,0.56
28,100,0.24,0.26,0.35,0.48,0.66,0.29,0.32,0.34,0.40,0.56
29,100,0.24,0.26,0.35,0.48,0.66,0.29,0.32,0.34,0.40,0.56
30,100,0.25,0.27,0.36,0.50,0.69,0.30,0.33,0.36,0.42,0.59
31,100,0.26,0.29,0.38,0.52,0.73,0.32,0.35,0.38,0.44,0.62
32,100,0.27,0.30,0.40,0.55,0.76,0.33,0.37,0.39,0.46,0.65
33,100,0.29,0.32,0.42,0.57,0.80,0.35,0.39,0.41,0.48,0.68
34,100,0.30,0.33,0.44,0.60,0.84,0.37,0.40,0.44,0.50,0.71
35,100,0.33,0.37,0.48,0.66,0.92,0.41,0.45,0.48,0.55,0.78
36,100,0.35,0.38,0.50,0.70,0.97,0.42,0.47,0.50,0.58,0.82
37,100,0.37,0.40,0.53,0.73,1.01,0.45,0.49,0.53,0.61,0.86
38,100,0.38,0.42,0.56,0.77,1.06,0.47,0.51,0.55,0.64,0.90
39,100,0.40,0.44,0.58,0.80,1.12,0.49,0.54,0.58,0.67,0.95
40,100,0.42,0.47,0.61,0.84,1.17,0.51,0.56,0.61,0.70,0.99
41,100,0.44,0.49,0.64,0.88,1.23,0.54,0.59,0.64,0.74,1.04
42,100,0.46,0.51,0.67,0.93,1.29,0.56,0.62,0.67,0.77,1.09
43,100,0.49,0.54,0.70,0.97,1.35,0.59,0.65,0.70,0.81,1.14
44,100,0.50,0.55,0.72,1.00,1.39,0.61,0.67,0.72,0.83,1.18
45,100,0.51,0.56,0.74,1.02,1.41,0.62,0.68,0.73,0.85,1.20
46,100,0.53,0.59,0.77,1.07,1.48,0.65,0.71,0.77,0.89,1.25
47,100,0.56,0.62,0.81,1.12,1.55,0.68,0.75,0.81,0.93,1.32
48,100,0.59,0.65,0.85,1.17,1.63,0.71,0.79,0.85,0.98,1.38
49,100,0.62,0.68,0.89,1.23,1.71,0.75,0.82,0.89,1.02,1.45
50,100,0.65,0.71,0.94,1.29,1.79,0.79,0.86,0.93,1.07,1.52
51,100,0.68,0.75,0.98,1.35,1.88,0.82,0.91,0.97,1.13,1.59
52,100,0.71,0.78,1.03,1.42,1.97,0.86,0.95,1.02,1.18,1.67
53,100,0.74,0.82,1.08,1.49,2.07,0.91,1.00,1.07,1.24,1.75
54,100,0.78,0.86,1.13,1.56,2.17,0.95,1.04,1.12,1.30,1.84
55,100,0.82,0.90,1.19,1.64,2.27,1.00,1.09,1.18,1.36,1.92
56,100,0.86,0.95,1.25,1.72,2.39,1.04,1.15,1.24,1.43,2.02
57,100,0.90,0.99,1.31,1.80,2.50,1.09,1.20,1.30,1.50,2.11
58,100,0.29,0.32,0.41,0.57,0.79,0.35,0.38,0.41,0.48,0.68
59,100,0.30,0.34,0.44,0.61,0.85,0.37,0.41,0.44,0.51,0.72
60,100,0.33,0.36,0.48,0.65,0.91,0.40,0.44,0.48,0.55,0.77
61,100,0.35,0.39,0.51,0.70,0.98,0.43,0.47,0.51,0.59,0.83
62,100,0.36,0.40,0.52,0.72,1.00,0.44,0.49,0.52,0.60,0.85
63,100,0.30,0.33,0.44,0.60,0.84,0.37,0.40,0.44,0.50,0.71
64,100,0.30,0.33,0.44,0.60,0.84,0.37,0.40,0.44,0.50,0.71
65,100,0.30,0.33,0.44,0.60,0.84,0.37,0.40,0.44,0.50,0.71
66,100,0.30,0.33,0.44,0.60,0.84,0.37,0.40,0.44,0.50,0.71
67,100,0.30,0.33,0.44,0.60,0.84,0.37,0.40,0.44,0.50,0.71
68,100,0.30,0.33,0.44,0.60,0.84,0.37,0.40,0.44,0.50,0.71
69,100,0.30,0.33,0.44,0.60,0.84,0.37,0.40,0.44,0.50,0.71
